Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"827904","1387","Knowledge Learning Corporation DBA Champions at Lomax Elem.","10615 N AVE L ","LA PORTE","TX","77571","HARRIS",281-867-4321,"Licensed Center - School Age Program","Full Permit",5/9/2003,85,"","225896","","N","N","N","Y"
"856375","766","Knowledge Learning Corporation dba KinderCare","2550 W BAY AREA BLVD ","FRIENDSWOOD","TX","77546","HARRIS",281-482-4589,"Licensed Center - Child Care Program","Full Permit",2/2/2006,157,"000274@klcorp.com","287445","","Y","Y","Y","Y"
"1581856","","Koala Cubs","1033 FAIRMONT PKWY ","PASADENA","TX","77504","HARRIS",713-943-7993,"Licensed Center - Child Care Program","Full Permit",2/11/2016,103,"","1195438","","Y","Y","Y","Y"
"865212","","Koala Kare @ Benignus Elementary","7225 ALVIN A KLEIN DR ","KLEIN","TX","77379","HARRIS",832-465-7748,"Licensed Center - Before/After School Program","Full Permit",5/2/2007,120,"koala.kare@yahoo.com","303963","","N","N","N","Y"
"1548280","","Koala Kare @ Hirsch Elementary","2633 TRAILING VINE RD ","SPRING","TX","77373","HARRIS",832-465-7748,"Licensed Center - Before/After School Program","Full Permit",2/9/2015,50,"","1156599","","N","N","N","Y"
"851130","","Koala Kare @ Kuehnle Elementary","5510 WINDING RIDGE DR ","SPRING","TX","77379","HARRIS",832-465-3260,"Licensed Center - Before/After School Program","Full Permit",2/2/2006,120,"koalakare@yahoo.com","276342","","N","N","N","Y"
"1548371","","Koala Kare @ Northhampton Elementary School","6404 ROOT RD ","SPRING","TX","77389","HARRIS",832-465-7748,"Licensed Center - Before/After School Program","Full Permit",3/3/2015,68,"koala.kare@yahoo.com","1156752","","N","N","N","Y"
"1523150","","Koala Kare @Smith","26000 CYPRESSWOOD DR ","SPRING","TX","77373","HARRIS",832-465-7748,"Licensed Center - Before/After School Program","Full Permit",3/4/2014,100,"","1121739","","N","N","N","Y"
"1582696","","Koala Kare Anderson Elementary","6218 LYNNGATE DR ","SPRING","TX","77373","HARRIS",832-465-7748,"Licensed Center - Before/After School Program","Full Permit",2/1/2016,116,"","1196298","","N","N","N","Y"
"865211","","Koala Kare at Roth Elementary","21623 CASTLEMONT LN ","SPRING","TX","77388","HARRIS",832-465-7748,"Licensed Center - Before/After School Program","Full Permit",5/14/2007,60,"KoalaKare@yahoo.com","303960","","N","N","Y","Y"
"526132","","Koala Kare NO 2","15825 HOPE VILLAGE RD ","FRIENDSWOOD","TX","77546","HARRIS",281-482-1280,"Licensed Center - Child Care Program","Full Permit",6/3/1997,105,"gorditase@aol.com","149119","","Y","Y","Y","Y"
"1303396","","Kolbe Kid's Early Childhood Program","10135 WEST RD ","HOUSTON","TX","77064","HARRIS",281-970-0979,"Licensed Center - Child Care Program","Full Permit",9/30/2011,104,"eileenm@stmaximilian.org","852743","","N","Y","Y","Y"
"898668","","Kollege 4 Kidz Learning Center","9999 W MONTGOMERY RD STE D","HOUSTON","TX","77088","HARRIS",281-447-5439,"Licensed Center - Child Care Program","Full Permit",1/20/2009,104,"kollege4kidz@yahoo.com","359288","","Y","Y","Y","Y"
"1308732","","Komal's Love and Care Academy","11609 ALIEF CLODINE RD ","HOUSTON","TX","77082","HARRIS",281-988-7007,"Licensed Center - Child Care Program","Full Permit",11/10/2011,49,"","859561","","Y","Y","Y","Y"
"410881","","Kompany Kids","2030 POST OAK BLVD ","HOUSTON","TX","77056","HARRIS",713-621-4006,"Licensed Center - Child Care Program","Full Permit",4/3/1992,170,"kompanykids@yahoo.com","122692","","Y","Y","Y","Y"
"1085126","","Kool Kids Daycare","602 FAIRMONT PKWY ","PASADENA","TX","77504","HARRIS",713-944-5665,"Licensed Center - Child Care Program","Full Permit",1/13/2011,309,"","583728","","Y","Y","Y","Y"
"1579556","","Kountry Kids Klubhouse","8220 SPAULDING ST ","HOUSTON","TX","77016","HARRIS",832-207-8568,"Licensed Child-Care Home","Full Permit",2/28/2016,9,"","1193318","","Y","Y","Y","Y"
"1242390","","Krayola Kidz","2200 SPEARS RD STE 180","HOUSTON","TX","77067","HARRIS",281-537-5454,"Licensed Center - Child Care Program","Full Permit",6/10/2011,122,"krayola_kidz@yahoo.com","777472","","Y","Y","Y","Y"
"232940","","Kreative Kids World","2630 ALLEN GENOA ","PASADENA","TX","77502","HARRIS",713-944-0825,"Licensed Center - Child Care Program","Full Permit",3/8/1988,84,"at_accounting@sbcglobal.net","104194","","Y","Y","Y","Y"
"1643723","","Kristy Kendziora","14023 JUNIPER BEND LN ","CYPRESS","TX","77429","HARRIS",281-914-0197,"Licensed Child-Care Home","Initial",1/10/2017,12,"","1266256","","Y","Y","Y","Y"
"1576911","","KU Champions LLC @ ShadowBriar  Elementary School","2650 SHADOWBRIAR DR ","HOUSTON","TX","77077","HARRIS",832-472-9837,"Licensed Center - Before/After School Program","Full Permit",2/18/2016,102,"","1190501","","N","N","Y","Y"
"1544454","","KU Champions LLC at Foster Elementary","1880 TRAILWOOD VILLAGE DR ","KINGWOOD","TX","77339","HARRIS",281-221-8703,"Licensed Center - School Age Program","Full Permit",1/29/2015,25,"","1151898","","N","N","N","Y"
"1544526","","KU Champions LLC at Park Lakes Elementary","4400 WILSON RD ","HUMBLE","TX","77396","HARRIS",281-221-8703,"Licensed Center - School Age Program","Full Permit",1/20/2015,134,"vwhite@klcorp.com","1152008","","N","N","N","Y"
"861001","","Kuk Sool Won Martial Arts","2827 N ALEXANDER DR ","BAYTOWN","TX","77520","HARRIS",281-428-4930,"Licensed Center - Child Care Program","Full Permit",11/30/2006,60,"kuksool@yahoo.com","296168","","N","N","Y","Y"
"1531360","","Ky Thi Dang","6327 MARSTON RIVER LN ","HOUSTON","TX","77066","HARRIS",832-538-7709,"Registered Child-Care Home","Registered",3/7/2014,7,"","1132861","","Y","Y","Y","N"
"1625703","","Ky Thi Nguyen","13110 BENFORD DR ","HOUSTON","TX","77099","HARRIS",346-219-6492,"Registered Child-Care Home","Registered",6/21/2016,12,"kynguyen_1976@yahoo.com","1244086","","Y","Y","Y","Y"
"1248346","","Kyndle Nichole Lewis","18819 PRAIRIE LARKSPUR DR ","HOUSTON","TX","77073","HARRIS",832-207-4933,"Registered Child-Care Home","Registered",12/20/2010,12,"kyndlenjl@yahoo.com","784589","","Y","Y","Y","Y"
"879321","","L & J Child Development Center DBA Lil' Cats CDC","120 CENTRAL AVE ","HARLETON","TX","75651","HARRISON",903-777-3637,"Licensed Center - Child Care Program","Full Permit",2/26/2008,66,"jamies7220@etex.net","325121","","Y","Y","Y","Y"
"1404407","","L & M Christian Daycare/Learning Center, II","1515 MARTIN LUTHER KING JR BL ","MARSHALL","TX","75670","HARRISON",903-934-8229,"Licensed Center - Child Care Program","Full Permit",7/31/2012,131,"daycarelm@gmail.com","974628","","Y","Y","Y","Y"
"812393","","L and M Christian Daycare/Learning Center","1603 W HOUSTON ST ","MARSHALL","TX","75670","HARRISON",903-938-7660,"Licensed Center - Child Care Program","Full Permit",11/26/2001,127,"sanderob@msn.com","196608","","Y","Y","Y","Y"
"502360","","L AND S Small World Academy","401 W DONOVAN ST ","HOUSTON","TX","77091","HARRIS",713-697-0811,"Licensed Center - Child Care Program","Full Permit",3/1/1994,147,"songs_katrina@yahoo.com","131925","","Y","Y","Y","Y"
"1378706","","L.B.J. Creative Ideas Learning Academy","10300 SHADY LN ","HOUSTON","TX","77093","HARRIS",713-884-8965,"Licensed Center - Child Care Program","Full Permit",3/14/2012,68,"pdlbrown@gmail.com","944808","","Y","Y","Y","Y"
"857540","","La Branch Child Development Center","2320 LA BRANCH ST ","HOUSTON","TX","77004","HARRIS",713-759-0440,"Licensed Center - Child Care Program","Full Permit",8/15/2006,84,"tgainous@cclc.com","289693","","Y","Y","Y","Y"
"1533202","","La Casita De Munecas","12718 WESTPARK DR ","HOUSTON","TX","77082","HARRIS",832-746-0899,"Licensed Child-Care Home","Full Permit",7/15/2014,12,"","1135503","","Y","Y","Y","Y"
"1638448","","La Chau","10919 MALDEN DR ","HOUSTON","TX","77075","HARRIS",832-359-7387,"Registered Child-Care Home","Registered",11/9/2016,12,"","1260120","","Y","Y","Y","Y"
"1395366","","La Edad De Oro","20223 SUNSET RANCH DR ","KATY","TX","77449","HARRIS",281-550-0765,"Licensed Child-Care Home","Full Permit",6/8/2012,12,"","964148","","Y","Y","Y","Y"
"1497515","","La Maternelle French Academy","2301 S DAIRY ASHFORD RD STE A","HOUSTON","TX","77077","HARRIS",281-589-7400,"Licensed Center - Child Care Program","Full Permit",9/5/2012,181,"inquiry@lamaternellehouston.com","1090928","","N","Y","Y","Y"
"502905","684","La Petite","2025 NORTHPARK DR ","KINGWOOD","TX","77339","HARRIS",281-358-9311,"Licensed Center - Child Care Program","Full Permit",8/12/1994,153,"7573@lapetite.com","132297","","Y","Y","Y","Y"
"66449","684","La Petite Academy","5007 TREASCHWIG RD ","SPRING","TX","77373","HARRIS",281-443-2438,"Licensed Center - Child Care Program","Full Permit",12/14/1986,109,"lpatxspt@lpacorp.com","95717","","Y","Y","Y","Y"
"247705","684","La Petite Academy","225 BENMAR DR ","HOUSTON","TX","77060","HARRIS",281-875-3113,"Licensed Center - Child Care Program","Full Permit",11/22/1989,130,"7568@lapetite.com","107967","","Y","Y","Y","Y"
"133307","684","La Petite Academy","1810 W 18TH ST ","HOUSTON","TX","77008","HARRIS",713-862-8092,"Licensed Center - Child Care Program","Full Permit",10/13/1986,102,"lpatxh18@lpacorp.com","96806","","Y","Y","Y","Y"
"200033","684","La Petite Academy","13903 CYPRESS NORTH HOUSTON R ","CYPRESS","TX","77429","HARRIS",281-469-2055,"Licensed Center - Child Care Program","Full Permit",5/12/1987,129,"lpatxhcnh@lpacorp.com","100445","","Y","Y","Y","Y"
"416629","684","La Petite Academy","15255 MASON RD ","CYPRESS","TX","77433","HARRIS",281-256-2811,"Licensed Center - Child Care Program","Full Permit",2/4/1993,153,"","127137","","Y","Y","Y","Y"
"129718","684","La Petite Academy-North Belt","8063 E NORTH BELT ","HUMBLE","TX","77396","HARRIS",281-441-2827,"Licensed Center - Child Care Program","Full Permit",9/26/1986,129,"lpatxhum@lpacorp.com","96682","","Y","Y","Y","Y"
"123975","684","La Petite Briar Forest","11803 BRIAR FOREST DR ","HOUSTON","TX","77077","HARRIS",281-496-4400,"Licensed Center - Child Care Program","Full Permit",11/14/1985,110,"lpatxhbf@lpacorp.com","96449","","Y","Y","Y","Y"
"131170","684","La Petite Clay RD","16002 CLAY RD ","HOUSTON","TX","77084","HARRIS",281-463-9221,"Licensed Center - Child Care Program","Full Permit",12/17/1986,124,"lpatxhcl@lpacorp.com","96735","","Y","Y","Y","Y"
"58481","684","La Petite Spencer","8414 SPENCER HWY ","LA PORTE","TX","77571","HARRIS",281-479-6125,"Licensed Center - Child Care Program","Full Permit",9/10/1985,136,"lpatxlp@lpacorp.com","95264","","Y","Y","Y","Y"
"541573","","La Porte Head Start","927 S 1ST ST ","LA PORTE","TX","77571","HARRIS",281-471-1150,"Licensed Center - Child Care Program","Full Permit",8/30/1999,117,"vward@hcde-texas.org","159587","","N","N","Y","Y"
"1590676","","La San  Childcare Home","11730 N KOLBE DR ","CYPRESS","TX","77429","HARRIS",281-894-7756,"Licensed Child-Care Home","Full Permit",2/8/2016,12,"","1205758","","N","Y","Y","Y"
"1531741","","LaAngla Ree Roberson","3018 OKLAHOMA ST ","HOUSTON","TX","77093","HARRIS",281-865-7008,"Registered Child-Care Home","Registered",3/27/2014,12,"","1133393","","Y","Y","Y","Y"
"1288766","","Lachundra Bush Eli","9208 BERTWOOD ST ","HOUSTON","TX","77016","HARRIS",713-485-5480,"Registered Child-Care Home","Registered",3/23/2011,12,"lachundraeli@gmail.com","834769","","Y","Y","Y","Y"
"888858","","Lady Bug Trails Day Care","910 P R 1133 PO Box 1014","Waskom","TX","75672","HARRISON",903-687-2738,"Licensed Child-Care Home","Full Permit",7/25/2008,12,"kbaugh54@gmail.com","344118","","Y","Y","Y","Y"
"830749","","Lai Hong Thi Trang","9374 CONCOURSE DR ","HOUSTON","TX","77036","HARRIS",713-995-9923,"Registered Child-Care Home","Registered",8/1/2003,12,"","231939","","Y","Y","Y","Y"
"863649","","Lakewood Church Child Development Center","3700 SOUTHWEST FWY ","HOUSTON","TX","77027","HARRIS",713-491-5123,"Licensed Center - Child Care Program","Full Permit",12/21/2006,244,"gailh@lakewood.cc","301041","","Y","Y","Y","Y"
"531460","","Lakewood Elementary YMCA After School Program","15614 GETTYSBURY ","TOMBALL","TX","77377","HARRIS",281-257-2584,"Licensed Center - School Age Program","Full Permit",1/5/1998,75,"","151697","","N","N","N","Y"
"519995","","Lakewood Montessori School","12127 MALCOMSON RD ","HOUSTON","TX","77070","HARRIS",281-370-9054,"Licensed Center - Child Care Program","Full Permit",11/6/1996,279,"lakewood2007@sbcglobal.net","144552","","Y","Y","Y","Y"
"233796","","Lakewood United Methodist Child Development Program","11330 LOUETTA RD ","HOUSTON","TX","77070","HARRIS",281-370-2276,"Licensed Center - Child Care Program","Full Permit",3/1/1988,140,"","104337","","Y","Y","Y","N"
"507965","","Lamb of God Lutheran School","1400 BYPASS F M 1960 E ","HUMBLE","TX","77338","HARRIS",281-446-5262,"Licensed Center - Child Care Program","Full Permit",4/28/1994,220,"office@lambofgod.net","135752","","Y","Y","Y","Y"
"249340","","Lamb School","13000 JONES RD ","HOUSTON","TX","77070","HARRIS",281-890-4879,"Licensed Center - Child Care Program","Full Permit",3/20/1990,200,"dramsey@themetonline.org","108587","","Y","Y","Y","Y"
"881748","","Lan  Vo","10302 CASCADE HILLS DR ","HOUSTON","TX","77064","HARRIS",281-469-5065,"Registered Child-Care Home","Registered",10/29/2007,12,"","329618","","Y","Y","Y","Y"
"1602656","","Lan  Vu","6259 BRIAR GLADE DR ","HOUSTON","TX","77072","HARRIS",281-886-4951,"Registered Child-Care Home","Registered",11/20/2015,12,"","1218361","","Y","Y","Y","Y"
"553918","","Lan Hoa Lam","8911 LANGDON LN ","HOUSTON","TX","77036","HARRIS",713-771-1189,"Registered Child-Care Home","Registered",11/2/2000,12,"","169178","","Y","Y","Y","Y"
"830320","","Lan Huong Le","11822 PLUMBROOK DR ","HOUSTON","TX","77099","HARRIS",281-495-8903,"Registered Child-Care Home","Registered",7/25/2003,12,"","231045","","N","N","N","N"
"1582157","","LAN T LE","14139 BEECH GLEN DR ","HOUSTON","TX","77083","HARRIS",832-340-6787,"Registered Child-Care Home","Registered",8/28/2015,12,"","1195729","","Y","Y","Y","Y"
"859827","","Lan Thi Chau","15002 TARA RIDGE OAK CT ","HOUSTON","TX","77082","HARRIS",281-493-5856,"Registered Child-Care Home","Registered",5/15/2006,12,"","293918","","Y","Y","Y","Y"
"512126","","Lan Thi Nguyen","8203 HAZEN ST ","HOUSTON","TX","77036","HARRIS",832-387-9509,"Registered Child-Care Home","Registered",12/13/1994,12,"","138738","","Y","Y","Y","Y"
"412400","","Lan Thi Tran","9510 LANGDON LN ","HOUSTON","TX","77036","HARRIS",713-777-7299,"Registered Child-Care Home","Registered",1/24/1992,12,"","123752","","Y","Y","Y","Y"
"1528083","","Land of the Little People","6109 FAIRMONT PKWY ","PASADENA","TX","77505","HARRIS",281-991-1999,"Licensed Center - Child Care Program","Full Permit",5/22/2014,35,"","1128573","","Y","Y","Y","Y"
"511441","","Langham Creek Child Care Lab","17610 FM 529 RD ","HOUSTON","TX","77095","HARRIS",281-856-1458,"Licensed Center - Child Care Program","Full Permit",9/18/1995,63,"","138231","","Y","Y","Y","N"
"1634169","","Language And Art Centers","5503 FM 2920 RD ","SPRING","TX","77388","HARRIS",832-458-2300,"Licensed Center - Child Care Program","Initial",10/6/2016,46,"","1255342","","N","Y","Y","Y"
"1642904","","Language Immersion Private Preschool","2605 POTOMAC DR ","HOUSTON","TX","77057","HARRIS",281-772-6161,"Licensed Center - Child Care Program","Initial",11/22/2016,45,"","1265219","","N","Y","Y","Y"
"1344715","","Lanh Thi Co","7527 AUTUMN SUN DR ","HOUSTON","TX","77083","HARRIS",713-859-3748,"Registered Child-Care Home","Registered",7/7/2011,12,"","905224","","Y","Y","Y","Y"
"538644","","Lanna Bich Nguyen","10906 LINDEN GATE DR ","HOUSTON","TX","77075","HARRIS",713-239-3518,"Registered Child-Care Home","Registered",8/31/1998,12,"","157275","","Y","Y","Y","Y"
"542469","","Laqueita Miller","11650 QUINN RIDGE WAY ","HOUSTON","TX","77038","HARRIS",832-910-2535,"Registered Child-Care Home","Registered",4/28/1999,12,"msqueita2@yahoo.com","160330","","Y","Y","Y","Y"
"1626347","","LaQunthia  Hughes","1712 RIDGE HOLLOW DR ","HOUSTON","TX","77067","HARRIS",832-706-7861,"Registered Child-Care Home","Registered",5/26/2016,12,"","1245027","","Y","Y","Y","Y"
"172266","","Larkin Day Care Center","5410 LARKIN ST ","HOUSTON","TX","77007","HARRIS",713-869-9143,"Licensed Center - Child Care Program","Full Permit",12/12/1985,100,"m_reyna83104@yahoo.com","98539","","N","Y","Y","Y"
"869274","","Larrys Learning Academy","4214 F ST ","HOUSTON","TX","77072","HARRIS",281-575-7119,"Licensed Center - Child Care Program","Full Permit",8/22/2007,63,"","310755","","Y","Y","Y","Y"
"1569807","","LaTeena C'ne Moore","2514 TREADSLOW LN ","HOUSTON","TX","77067","HARRIS",832-776-6536,"Registered Child-Care Home","Registered",5/28/2015,12,"","1183469","","Y","Y","Y","Y"
"1534075","","LaTonya Batties","19803 KARLANDA LN ","HOUSTON","TX","77073","HARRIS",832-215-9167,"Registered Child-Care Home","Registered",5/22/2014,12,"","1136906","","Y","Y","Y","Y"
"1535668","","LaTonya Patrice Boutte","5550 CHARRIN DR UNIT 2","HOUSTON","TX","77032","HARRIS",832-722-5374,"Registered Child-Care Home","Registered",5/14/2014,10,"","1139169","","Y","Y","Y","Y"
"1643885","","LaTonya Unique Tucker","7602 NAVASOTA ST ","HOUSTON","TX","77016","HARRIS",832-277-2954,"Registered Child-Care Home","Full Permit",1/25/2017,17,"","1266458","","Y","Y","Y","Y"
"840642","","Latrice  George","1606 SHERI LN ","BAYTOWN","TX","77521","HARRIS",281-420-5512,"Registered Child-Care Home","Registered",9/28/2004,12,"","253770","","Y","Y","Y","Y"
"1631963","","Laugh N' Discover Early Learning Center","7424 FAIRBANKS N HOUSTON RD ","HOUSTON","TX","77040","HARRIS",713-462-1234,"Licensed Center - Child Care Program","Initial",8/25/2016,66,"learn@laughndiscover.com","1252613","","N","Y","Y","Y"
"886931","","Laujhonai","15402 SIERRA VALLE DR ","HOUSTON","TX","77083","HARRIS",281-988-6285,"Licensed Child-Care Home","Full Permit",6/16/2008,12,"","340485","","Y","Y","Y","Y"
"1623799","","Laura A Birrueta","22403 SUMAC LN ","SPRING","TX","77389","HARRIS",831-801-3240,"Registered Child-Care Home","Registered",5/6/2016,12,"","1241843","","Y","Y","Y","Y"
"1625884","","Laura Garcia","16451 MISTY PALOMA DR ","HOUSTON","TX","77049","HARRIS",832-210-6115,"Registered Child-Care Home","Registered",6/2/2016,12,"","1244435","","Y","Y","Y","Y"
"919868","","Laurie Ann McCoy","6934 STERLING MEADOW DR ","KATY","TX","77449","HARRIS",832-768-1559,"Registered Child-Care Home","Registered",11/21/2008,12,"byfaithinhomechildcare@yahoo.com","383464","","Y","Y","Y","Y"
"1621062","","Laverta Maxcell Fleming","13926 LANIER SHORE LN ","HOUSTON","TX","77047","HARRIS",832-360-0828,"Registered Child-Care Home","Registered",3/21/2016,12,"","1239047","","Y","Y","Y","Y"
"1578679","","Lazara  Cabrera Vidal","3234 RAINHILL CT ","KATY","TX","77449","HARRIS",832-716-1859,"Registered Child-Care Home","Registered",8/4/2015,12,"lazaracabrera63@gmail.com","1192465","","Y","Y","Y","Y"
"1555505","","Le Thi Anh Lam","11729 LOGAN RIDGE DR ","HOUSTON","TX","77072","HARRIS",713-518-5893,"Registered Child-Care Home","Registered",11/18/2014,12,"","1165625","","Y","Y","Y","Y"
"559843","","Le Thi Nguyen","13219 BABBITT ST ","HOUSTON","TX","77034","HARRIS",,"Registered Child-Care Home","Registered",10/4/2001,12,"","173691","","Y","Y","Y","Y"
"518895","","LE- THUY THI DANG","6306 HADDOCK CT ","HOUSTON","TX","77041","HARRIS",832-467-1353,"Registered Child-Care Home","Registered",12/7/1995,12,"","143746","","Y","Y","Y","Y"
"848426","","LE-CUC THI  TRAN","7906 FALL GLEN DR ","HOUSTON","TX","77040","HARRIS",713-896-9625,"Registered Child-Care Home","Registered",6/15/2005,12,"","270641","","Y","Y","Y","Y"
"1540231","","Learn & Grow Academy","700 TELEPHONE RD ","HOUSTON","TX","77023","HARRIS",713-928-8779,"Licensed Center - Child Care Program","Full Permit",11/7/2014,43,"","1145895","","Y","Y","Y","Y"
"1554323","","Learn & Play Child Care Academy #2","9803 SPRING CYPRESS RD ","HOUSTON","TX","77070","HARRIS",832-422-3432,"Licensed Center - Child Care Program","Full Permit",5/7/2015,51,"cecileirizarry@yahoo.com","1164210","","Y","Y","Y","Y"
"1431826","","Learn & Play Childcare Academy","15014 SPRING CYPRESS RD STE 100","CYPRESS","TX","77429","HARRIS",281-255-5537,"Licensed Center - Child Care Program","Full Permit",10/8/2012,52,"cecileirizarry@yahoo.com","1007168","","Y","Y","Y","Y"
"1629358","","Learn Play and Discover Academy","15123 FM 2100 RD ","CROSBY","TX","77532","HARRIS",281-328-8018,"Licensed Center - Child Care Program","Full Permit",7/8/2016,85,"","1249408","","Y","Y","Y","Y"
"1382172","","Learning & Beyond","20144 MORTON RD STE 110","KATY","TX","77449","HARRIS",832-848-0369,"Licensed Center - Child Care Program","Full Permit",5/17/2012,81,"","949001","","Y","Y","Y","Y"
"1646784","","Learning Emporium","6629 LIVERPOOL ST ","HOUSTON","TX","77021","HARRIS",832-516-9868,"Licensed Center - Child Care Program","Initial",2/3/2017,83,"","1269571","","Y","Y","Y","Y"
"856507","","Learning Garden","6672 ANTOINE DR ","HOUSTON","TX","77091","HARRIS",713-682-0601,"Licensed Center - Child Care Program","Full Permit",7/12/2006,119,"thelearninggarden@sbcglobal.net","287661","","Y","Y","Y","Y"
"1559387","","Learning Minds Academy","821 FAIRMONT PKWY ","PASADENA","TX","77504","HARRIS",713-378-6463,"Licensed Center - Child Care Program","Full Permit",8/13/2015,114,"","1171209","","Y","Y","Y","Y"
"1606396","","Learning Palace 2","9647 SOUTHWEST FWY ","HOUSTON","TX","77074","HARRIS",713-777-1145,"Licensed Center - Child Care Program","Full Permit",5/18/2016,74,"","1221905","","Y","Y","Y","Y"
"1523523","","Learning Palace, INC.","17587 IMPERIAL VALLEY DR ","HOUSTON","TX","77060","HARRIS",281-873-5400,"Licensed Center - Child Care Program","Full Permit",2/26/2014,111,"vishdivecha@yahoo.com","1122309","","Y","Y","Y","Y"
"1042286","","Learning Time Academy","8433 ALMEDA RD STE U","HOUSTON","TX","77054","HARRIS",713-748-2020,"Licensed Center - Child Care Program","Full Permit",5/17/2010,61,"learningtime1@yahoo.com","532368","","Y","Y","Y","Y"
"545306","","Learning Ventures","9103 SUGARLAND HOWELL RD ","HOUSTON","TX","77083","HARRIS",281-530-4458,"Licensed Center - Child Care Program","Full Permit",11/4/1999,95,"pravinshah35@hotmail.com","162543","","Y","Y","Y","Y"
"905189","","Leila Loan Tran","10815 NOBILITY DR ","HOUSTON","TX","77099","HARRIS",832-321-7281,"Registered Child-Care Home","Registered",10/2/2008,12,"","366504","","Y","Y","Y","Y"
"1634918","","Lemon Rose Academy LLC","605 BLUE BELL RD ","HOUSTON","TX","77037","HARRIS",281-445-6721,"Licensed Center - Child Care Program","Initial",9/8/2016,32,"","1256214","","N","Y","Y","Y"
"1555285","","Lenetta Nicole Stewart","1314 E 35TH ST ","HOUSTON","TX","77022","HARRIS",713-835-5006,"Registered Child-Care Home","Registered",11/25/2014,7,"lenetta.stewart@hotmail.com","1165292","","Y","Y","Y","Y"
"813498","","LEORA H CONRAD","8018 CABOT ST ","HOUSTON","TX","77078","HARRIS",713-491-7512,"Registered Child-Care Home","Registered",1/18/2002,12,"ourlittlepeopl@gmail.com","198891","","N","N","N","N"
"1644252","","Leslene   Johnson","10522 HERALD SQUARE DR ","HOUSTON","TX","77099","HARRIS",832-896-3272,"Registered Child-Care Home","Registered",1/27/2017,12,"","1266861","","Y","Y","Y","Y"
"1631074","","Leslie Guyton","5218 SUGAR BUSH DR ","HOUSTON","TX","77048","HARRIS",713-987-1592,"Registered Child-Care Home","Registered",8/5/2016,12,"","1251556","","Y","Y","Y","Y"
"1514831","","Let Us Play","5202 BISSONNET ST ","BELLAIRE","TX","77401","HARRIS",713-667-5437,"Licensed Center - Child Care Program","Full Permit",10/15/2013,35,"letusplaychildcare@yahoo.com","1111298","","N","Y","Y","Y"
"1242826","","Let's Learn Christian Learning Center, Inc.","1511 N 10TH ST ","BAYTOWN","TX","77520","HARRIS",281-428-0623,"Licensed Center - Child Care Program","Full Permit",5/13/2011,46,"","777968","","Y","Y","Y","Y"
"893572","","Leticia  Martinez","13435 BRIDGEPATH LN ","HOUSTON","TX","77041","HARRIS",713-983-7604,"Registered Child-Care Home","Registered",4/28/2008,12,"","351751","","Y","Y","Y","Y"
"1529107","","Leticia Lynette Byrd","4339 BAYNARD DR ","HOUSTON","TX","77072","HARRIS",713-927-6292,"Registered Child-Care Home","Registered",2/7/2014,7,"","1129944","","N","N","Y","Y"
"1581317","","Lety's House Child Care Home","708 JANISCH RD ","HOUSTON","TX","77018","HARRIS",713-320-7117,"Licensed Child-Care Home","Full Permit",1/25/2016,12,"","1194980","","Y","Y","Y","Y"
"417931","","LIDIA HERNANDEZ","3816 MALONE DR ","PASADENA","TX","77503","HARRIS",713-472-3591,"Registered Child-Care Home","Registered",11/10/1992,12,"","128238","","Y","Y","Y","Y"
"863325","","Lien Bich Pham","16322 REDDINGFORD LN ","HOUSTON","TX","77084","HARRIS",832-859-6764,"Registered Child-Care Home","Registered",8/23/2006,12,"","300436","","Y","Y","Y","Y"
"844327","","Lien K  Nguyen","13002 HILL CANYON LN ","HOUSTON","TX","77072","HARRIS",281-879-6918,"Registered Child-Care Home","Registered",12/21/2004,12,"","261629","","N","N","N","N"
"1556393","","Lien Le","3215 ASHFIELD DR ","HOUSTON","TX","77082","HARRIS",832-755-7709,"Registered Child-Care Home","Registered",12/17/2014,12,"","1166880","","N","Y","Y","Y"
"1538718","","Lien Thi Luu","15902 WILMINGTON PARK LN ","HOUSTON","TX","77084","HARRIS",281-855-8292,"Registered Child-Care Home","Registered",5/28/2014,12,"","1143703","","Y","Y","Y","Y"
"1425708","","Lien Thi Phan","12034 CHRISTOPHERS WALK TRL ","HOUSTON","TX","77089","HARRIS",281-481-0986,"Registered Child-Care Home","Registered",4/10/2012,6,"","999235","","Y","Y","Y","Y"
"1596698","","Lien Vo","18814 SAWYER RUN LN ","CYPRESS","TX","77429","HARRIS",281-250-9112,"Registered Child-Care Home","Registered",10/16/2015,12,"","1212581","","Y","Y","Y","Y"
"876310","","Lieng Thi Nguyen","12531 CANYON ECHO DR ","HOUSTON","TX","77065","HARRIS",832-970-9127,"Registered Child-Care Home","Registered",7/25/2007,12,"","320484","","Y","Y","Y","Y"
"1527269","","Lieu Bui","13314 ENSLEY WOOD DR ","HOUSTON","TX","77082","HARRIS",832-755-4805,"Registered Child-Care Home","Registered",12/2/2013,12,"","1127302","","Y","Y","Y","Y"
"1523359","","Lieu Chi Thi To","19418 LITTLE PINE LN ","KATY","TX","77449","HARRIS",832-768-6836,"Registered Child-Care Home","Registered",9/9/2013,5,"","1122080","","Y","Y","Y","Y"
